Dataset,Model,Pooling,K,Accuracy,F1_Micro,F1_Macro
mb-atmospheric_dust_cls_rdr,vit_l,cls,1,0.9427,0.9427,0.9427
mb-atmospheric_dust_cls_rdr,vit_l,cls,3,0.9499,0.9499,0.9499
mb-atmospheric_dust_cls_rdr,vit_l,cls,5,0.9492,0.9492,0.9492
mb-atmospheric_dust_cls_rdr,vit_l,cls,7,0.9490,0.9490,0.9490
mb-atmospheric_dust_cls_rdr,vit_l,cls,9,0.9484,0.9484,0.9484
mb-atmospheric_dust_cls_rdr,vit_l,cls,11,0.9474,0.9474,0.9474
mb-atmospheric_dust_cls_rdr,vit_l,cls,13,0.9465,0.9465,0.9464
mb-atmospheric_dust_cls_rdr,vit_l,cls,15,0.9455,0.9455,0.9455
mb-atmospheric_dust_cls_rdr,vit_l,mean,1,0.9402,0.9402,0.9402
mb-atmospheric_dust_cls_rdr,vit_l,mean,3,0.9451,0.9451,0.9451
mb-atmospheric_dust_cls_rdr,vit_l,mean,5,0.9427,0.9427,0.9426
mb-atmospheric_dust_cls_rdr,vit_l,mean,7,0.9423,0.9423,0.9422
mb-atmospheric_dust_cls_rdr,vit_l,mean,9,0.9407,0.9407,0.9407
mb-atmospheric_dust_cls_rdr,vit_l,mean,11,0.9390,0.9390,0.9389
mb-atmospheric_dust_cls_rdr,vit_l,mean,13,0.9375,0.9375,0.9374
mb-atmospheric_dust_cls_rdr,vit_l,mean,15,0.9363,0.9363,0.9362
mb-atmospheric_dust_cls_rdr,vit_l,max,1,0.9417,0.9417,0.9417
mb-atmospheric_dust_cls_rdr,vit_l,max,3,0.9515,0.9515,0.9515
mb-atmospheric_dust_cls_rdr,vit_l,max,5,0.9534,0.9534,0.9534
mb-atmospheric_dust_cls_rdr,vit_l,max,7,0.9524,0.9524,0.9524
mb-atmospheric_dust_cls_rdr,vit_l,max,9,0.9530,0.9530,0.9530
mb-atmospheric_dust_cls_rdr,vit_l,max,11,0.9530,0.9530,0.9530
mb-atmospheric_dust_cls_rdr,vit_l,max,13,0.9517,0.9517,0.9516
mb-atmospheric_dust_cls_rdr,vit_l,max,15,0.9499,0.9499,0.9499
mb-atmospheric_dust_cls_rdr,vit_l,gem,1,0.9400,0.9400,0.9400
mb-atmospheric_dust_cls_rdr,vit_l,gem,3,0.9517,0.9517,0.9517
mb-atmospheric_dust_cls_rdr,vit_l,gem,5,0.9505,0.9505,0.9505
mb-atmospheric_dust_cls_rdr,vit_l,gem,7,0.9486,0.9486,0.9486
mb-atmospheric_dust_cls_rdr,vit_l,gem,9,0.9478,0.9478,0.9478
mb-atmospheric_dust_cls_rdr,vit_l,gem,11,0.9474,0.9474,0.9474
mb-atmospheric_dust_cls_rdr,vit_l,gem,13,0.9480,0.9480,0.9480
mb-atmospheric_dust_cls_rdr,vit_l,gem,15,0.9471,0.9471,0.9470
mb-atmospheric_dust_cls_rdr,swin_v2,cls,1,0.9252,0.9252,0.9251
mb-atmospheric_dust_cls_rdr,swin_v2,cls,3,0.9375,0.9375,0.9375
mb-atmospheric_dust_cls_rdr,swin_v2,cls,5,0.9473,0.9473,0.9473
mb-atmospheric_dust_cls_rdr,swin_v2,cls,7,0.9547,0.9547,0.9547
mb-atmospheric_dust_cls_rdr,swin_v2,cls,9,0.9563,0.9563,0.9563
mb-atmospheric_dust_cls_rdr,swin_v2,cls,11,0.9588,0.9588,0.9588
mb-atmospheric_dust_cls_rdr,swin_v2,cls,13,0.9580,0.9580,0.9580
mb-atmospheric_dust_cls_rdr,swin_v2,cls,15,0.9574,0.9574,0.9574
mb-atmospheric_dust_cls_rdr,swin_v2,mean,1,0.9252,0.9252,0.9251
mb-atmospheric_dust_cls_rdr,swin_v2,mean,3,0.9375,0.9375,0.9375
mb-atmospheric_dust_cls_rdr,swin_v2,mean,5,0.9473,0.9473,0.9473
mb-atmospheric_dust_cls_rdr,swin_v2,mean,7,0.9547,0.9547,0.9547
mb-atmospheric_dust_cls_rdr,swin_v2,mean,9,0.9563,0.9563,0.9563
mb-atmospheric_dust_cls_rdr,swin_v2,mean,11,0.9588,0.9588,0.9588
mb-atmospheric_dust_cls_rdr,swin_v2,mean,13,0.9580,0.9580,0.9580
mb-atmospheric_dust_cls_rdr,swin_v2,mean,15,0.9574,0.9574,0.9574
mb-atmospheric_dust_cls_rdr,swin_v2,max,1,0.9298,0.9298,0.9298
mb-atmospheric_dust_cls_rdr,swin_v2,max,3,0.9488,0.9488,0.9488
mb-atmospheric_dust_cls_rdr,swin_v2,max,5,0.9572,0.9572,0.9572
mb-atmospheric_dust_cls_rdr,swin_v2,max,7,0.9603,0.9603,0.9603
mb-atmospheric_dust_cls_rdr,swin_v2,max,9,0.9595,0.9595,0.9595
mb-atmospheric_dust_cls_rdr,swin_v2,max,11,0.9614,0.9614,0.9614
mb-atmospheric_dust_cls_rdr,swin_v2,max,13,0.9616,0.9616,0.9616
mb-atmospheric_dust_cls_rdr,swin_v2,max,15,0.9614,0.9614,0.9614
mb-atmospheric_dust_cls_rdr,swin_v2,gem,1,0.9265,0.9265,0.9265
mb-atmospheric_dust_cls_rdr,swin_v2,gem,3,0.9419,0.9419,0.9419
mb-atmospheric_dust_cls_rdr,swin_v2,gem,5,0.9457,0.9457,0.9457
mb-atmospheric_dust_cls_rdr,swin_v2,gem,7,0.9582,0.9582,0.9582
mb-atmospheric_dust_cls_rdr,swin_v2,gem,9,0.9601,0.9601,0.9601
mb-atmospheric_dust_cls_rdr,swin_v2,gem,11,0.9611,0.9611,0.9611
mb-atmospheric_dust_cls_rdr,swin_v2,gem,13,0.9614,0.9614,0.9614
mb-atmospheric_dust_cls_rdr,swin_v2,gem,15,0.9624,0.9624,0.9624
mb-atmospheric_dust_cls_rdr,siglip2,cls,1,0.9528,0.9528,0.9528
mb-atmospheric_dust_cls_rdr,siglip2,cls,3,0.9705,0.9705,0.9704
mb-atmospheric_dust_cls_rdr,siglip2,cls,5,0.9764,0.9764,0.9764
mb-atmospheric_dust_cls_rdr,siglip2,cls,7,0.9768,0.9768,0.9768
mb-atmospheric_dust_cls_rdr,siglip2,cls,9,0.9753,0.9753,0.9752
mb-atmospheric_dust_cls_rdr,siglip2,cls,11,0.9756,0.9756,0.9756
mb-atmospheric_dust_cls_rdr,siglip2,cls,13,0.9751,0.9751,0.9750
mb-atmospheric_dust_cls_rdr,siglip2,cls,15,0.9741,0.9741,0.9741
mb-atmospheric_dust_cls_rdr,siglip2,mean,1,0.9365,0.9365,0.9365
mb-atmospheric_dust_cls_rdr,siglip2,mean,3,0.9584,0.9584,0.9584
mb-atmospheric_dust_cls_rdr,siglip2,mean,5,0.9739,0.9739,0.9739
mb-atmospheric_dust_cls_rdr,siglip2,mean,7,0.9770,0.9770,0.9770
mb-atmospheric_dust_cls_rdr,siglip2,mean,9,0.9795,0.9795,0.9795
mb-atmospheric_dust_cls_rdr,siglip2,mean,11,0.9801,0.9801,0.9800
mb-atmospheric_dust_cls_rdr,siglip2,mean,13,0.9797,0.9797,0.9797
mb-atmospheric_dust_cls_rdr,siglip2,mean,15,0.9789,0.9789,0.9789
mb-atmospheric_dust_cls_rdr,siglip2,max,1,0.9547,0.9547,0.9547
mb-atmospheric_dust_cls_rdr,siglip2,max,3,0.9695,0.9695,0.9695
mb-atmospheric_dust_cls_rdr,siglip2,max,5,0.9770,0.9770,0.9770
mb-atmospheric_dust_cls_rdr,siglip2,max,7,0.9776,0.9776,0.9775
mb-atmospheric_dust_cls_rdr,siglip2,max,9,0.9789,0.9789,0.9789
mb-atmospheric_dust_cls_rdr,siglip2,max,11,0.9801,0.9801,0.9800
mb-atmospheric_dust_cls_rdr,siglip2,max,13,0.9795,0.9795,0.9795
mb-atmospheric_dust_cls_rdr,siglip2,max,15,0.9791,0.9791,0.9791
mb-atmospheric_dust_cls_rdr,siglip2,gem,1,0.9323,0.9323,0.9323
mb-atmospheric_dust_cls_rdr,siglip2,gem,3,0.9567,0.9567,0.9567
mb-atmospheric_dust_cls_rdr,siglip2,gem,5,0.9737,0.9737,0.9737
mb-atmospheric_dust_cls_rdr,siglip2,gem,7,0.9768,0.9768,0.9768
mb-atmospheric_dust_cls_rdr,siglip2,gem,9,0.9785,0.9785,0.9785
mb-atmospheric_dust_cls_rdr,siglip2,gem,11,0.9783,0.9783,0.9783
mb-atmospheric_dust_cls_rdr,siglip2,gem,13,0.9789,0.9789,0.9789
mb-atmospheric_dust_cls_rdr,siglip2,gem,15,0.9785,0.9785,0.9785
mb-atmospheric_dust_cls_rdr,openclip,cls,1,0.9432,0.9432,0.9432
mb-atmospheric_dust_cls_rdr,openclip,cls,3,0.9624,0.9624,0.9624
mb-atmospheric_dust_cls_rdr,openclip,cls,5,0.9645,0.9645,0.9645
mb-atmospheric_dust_cls_rdr,openclip,cls,7,0.9664,0.9664,0.9664
mb-atmospheric_dust_cls_rdr,openclip,cls,9,0.9666,0.9666,0.9666
mb-atmospheric_dust_cls_rdr,openclip,cls,11,0.9674,0.9674,0.9674
mb-atmospheric_dust_cls_rdr,openclip,cls,13,0.9680,0.9680,0.9679
mb-atmospheric_dust_cls_rdr,openclip,cls,15,0.9680,0.9680,0.9679
mb-atmospheric_dust_cls_rdr,openclip,mean,1,0.9540,0.9540,0.9540
mb-atmospheric_dust_cls_rdr,openclip,mean,3,0.9659,0.9659,0.9658
mb-atmospheric_dust_cls_rdr,openclip,mean,5,0.9703,0.9703,0.9702
mb-atmospheric_dust_cls_rdr,openclip,mean,7,0.9718,0.9718,0.9718
mb-atmospheric_dust_cls_rdr,openclip,mean,9,0.9712,0.9712,0.9712
mb-atmospheric_dust_cls_rdr,openclip,mean,11,0.9710,0.9710,0.9710
mb-atmospheric_dust_cls_rdr,openclip,mean,13,0.9712,0.9712,0.9712
mb-atmospheric_dust_cls_rdr,openclip,mean,15,0.9710,0.9710,0.9710
mb-atmospheric_dust_cls_rdr,openclip,max,1,0.9586,0.9586,0.9585
mb-atmospheric_dust_cls_rdr,openclip,max,3,0.9701,0.9701,0.9700
mb-atmospheric_dust_cls_rdr,openclip,max,5,0.9693,0.9693,0.9693
mb-atmospheric_dust_cls_rdr,openclip,max,7,0.9705,0.9705,0.9704
mb-atmospheric_dust_cls_rdr,openclip,max,9,0.9691,0.9691,0.9691
mb-atmospheric_dust_cls_rdr,openclip,max,11,0.9697,0.9697,0.9696
mb-atmospheric_dust_cls_rdr,openclip,max,13,0.9693,0.9693,0.9693
mb-atmospheric_dust_cls_rdr,openclip,max,15,0.9695,0.9695,0.9694
mb-atmospheric_dust_cls_rdr,openclip,gem,1,0.9484,0.9484,0.9484
mb-atmospheric_dust_cls_rdr,openclip,gem,3,0.9664,0.9664,0.9664
mb-atmospheric_dust_cls_rdr,openclip,gem,5,0.9685,0.9685,0.9685
mb-atmospheric_dust_cls_rdr,openclip,gem,7,0.9697,0.9697,0.9697
mb-atmospheric_dust_cls_rdr,openclip,gem,9,0.9714,0.9714,0.9714
mb-atmospheric_dust_cls_rdr,openclip,gem,11,0.9705,0.9705,0.9704
mb-atmospheric_dust_cls_rdr,openclip,gem,13,0.9712,0.9712,0.9712
mb-atmospheric_dust_cls_rdr,openclip,gem,15,0.9705,0.9705,0.9704
mb-atmospheric_dust_cls_rdr,dinov3_lvd,cls,1,0.9745,0.9745,0.9745
mb-atmospheric_dust_cls_rdr,dinov3_lvd,cls,3,0.9779,0.9779,0.9779
mb-atmospheric_dust_cls_rdr,dinov3_lvd,cls,5,0.9797,0.9797,0.9797
mb-atmospheric_dust_cls_rdr,dinov3_lvd,cls,7,0.9789,0.9789,0.9789
mb-atmospheric_dust_cls_rdr,dinov3_lvd,cls,9,0.9776,0.9776,0.9775
mb-atmospheric_dust_cls_rdr,dinov3_lvd,cls,11,0.9766,0.9766,0.9766
mb-atmospheric_dust_cls_rdr,dinov3_lvd,cls,13,0.9781,0.9781,0.9781
mb-atmospheric_dust_cls_rdr,dinov3_lvd,cls,15,0.9766,0.9766,0.9766
mb-atmospheric_dust_cls_rdr,dinov3_lvd,mean,1,0.9753,0.9753,0.9752
mb-atmospheric_dust_cls_rdr,dinov3_lvd,mean,3,0.9785,0.9785,0.9785
mb-atmospheric_dust_cls_rdr,dinov3_lvd,mean,5,0.9785,0.9785,0.9785
mb-atmospheric_dust_cls_rdr,dinov3_lvd,mean,7,0.9764,0.9764,0.9764
mb-atmospheric_dust_cls_rdr,dinov3_lvd,mean,9,0.9764,0.9764,0.9764
mb-atmospheric_dust_cls_rdr,dinov3_lvd,mean,11,0.9760,0.9760,0.9760
mb-atmospheric_dust_cls_rdr,dinov3_lvd,mean,13,0.9743,0.9743,0.9743
mb-atmospheric_dust_cls_rdr,dinov3_lvd,mean,15,0.9743,0.9743,0.9743
mb-atmospheric_dust_cls_rdr,dinov3_lvd,max,1,0.9785,0.9785,0.9785
mb-atmospheric_dust_cls_rdr,dinov3_lvd,max,3,0.9804,0.9804,0.9804
mb-atmospheric_dust_cls_rdr,dinov3_lvd,max,5,0.9799,0.9799,0.9798
mb-atmospheric_dust_cls_rdr,dinov3_lvd,max,7,0.9791,0.9791,0.9791
mb-atmospheric_dust_cls_rdr,dinov3_lvd,max,9,0.9793,0.9793,0.9793
mb-atmospheric_dust_cls_rdr,dinov3_lvd,max,11,0.9785,0.9785,0.9785
mb-atmospheric_dust_cls_rdr,dinov3_lvd,max,13,0.9772,0.9772,0.9771
mb-atmospheric_dust_cls_rdr,dinov3_lvd,max,15,0.9774,0.9774,0.9773
mb-atmospheric_dust_cls_rdr,dinov3_lvd,gem,1,0.9739,0.9739,0.9739
mb-atmospheric_dust_cls_rdr,dinov3_lvd,gem,3,0.9764,0.9764,0.9764
mb-atmospheric_dust_cls_rdr,dinov3_lvd,gem,5,0.9756,0.9756,0.9756
mb-atmospheric_dust_cls_rdr,dinov3_lvd,gem,7,0.9758,0.9758,0.9758
mb-atmospheric_dust_cls_rdr,dinov3_lvd,gem,9,0.9760,0.9760,0.9760
mb-atmospheric_dust_cls_rdr,dinov3_lvd,gem,11,0.9756,0.9756,0.9756
mb-atmospheric_dust_cls_rdr,dinov3_lvd,gem,13,0.9766,0.9766,0.9766
mb-atmospheric_dust_cls_rdr,dinov3_lvd,gem,15,0.9741,0.9741,0.9741
mb-atmospheric_dust_cls_rdr,dinov3_sat,cls,1,0.9722,0.9722,0.9722
mb-atmospheric_dust_cls_rdr,dinov3_sat,cls,3,0.9793,0.9793,0.9793
mb-atmospheric_dust_cls_rdr,dinov3_sat,cls,5,0.9825,0.9825,0.9825
mb-atmospheric_dust_cls_rdr,dinov3_sat,cls,7,0.9825,0.9825,0.9825
mb-atmospheric_dust_cls_rdr,dinov3_sat,cls,9,0.9822,0.9822,0.9821
mb-atmospheric_dust_cls_rdr,dinov3_sat,cls,11,0.9827,0.9827,0.9827
mb-atmospheric_dust_cls_rdr,dinov3_sat,cls,13,0.9820,0.9820,0.9819
mb-atmospheric_dust_cls_rdr,dinov3_sat,cls,15,0.9808,0.9808,0.9808
mb-atmospheric_dust_cls_rdr,dinov3_sat,mean,1,0.9695,0.9695,0.9695
mb-atmospheric_dust_cls_rdr,dinov3_sat,mean,3,0.9801,0.9801,0.9800
mb-atmospheric_dust_cls_rdr,dinov3_sat,mean,5,0.9795,0.9795,0.9795
mb-atmospheric_dust_cls_rdr,dinov3_sat,mean,7,0.9781,0.9781,0.9781
mb-atmospheric_dust_cls_rdr,dinov3_sat,mean,9,0.9793,0.9793,0.9793
mb-atmospheric_dust_cls_rdr,dinov3_sat,mean,11,0.9778,0.9778,0.9777
mb-atmospheric_dust_cls_rdr,dinov3_sat,mean,13,0.9779,0.9779,0.9779
mb-atmospheric_dust_cls_rdr,dinov3_sat,mean,15,0.9760,0.9760,0.9760
mb-atmospheric_dust_cls_rdr,dinov3_sat,max,1,0.9716,0.9716,0.9716
mb-atmospheric_dust_cls_rdr,dinov3_sat,max,3,0.9818,0.9818,0.9818
mb-atmospheric_dust_cls_rdr,dinov3_sat,max,5,0.9818,0.9818,0.9818
mb-atmospheric_dust_cls_rdr,dinov3_sat,max,7,0.9824,0.9824,0.9823
mb-atmospheric_dust_cls_rdr,dinov3_sat,max,9,0.9820,0.9820,0.9820
mb-atmospheric_dust_cls_rdr,dinov3_sat,max,11,0.9818,0.9818,0.9818
mb-atmospheric_dust_cls_rdr,dinov3_sat,max,13,0.9824,0.9824,0.9823
mb-atmospheric_dust_cls_rdr,dinov3_sat,max,15,0.9825,0.9825,0.9825
mb-atmospheric_dust_cls_rdr,dinov3_sat,gem,1,0.9685,0.9685,0.9685
mb-atmospheric_dust_cls_rdr,dinov3_sat,gem,3,0.9797,0.9797,0.9797
mb-atmospheric_dust_cls_rdr,dinov3_sat,gem,5,0.9812,0.9812,0.9812
mb-atmospheric_dust_cls_rdr,dinov3_sat,gem,7,0.9816,0.9816,0.9816
mb-atmospheric_dust_cls_rdr,dinov3_sat,gem,9,0.9808,0.9808,0.9808
mb-atmospheric_dust_cls_rdr,dinov3_sat,gem,11,0.9804,0.9804,0.9804
mb-atmospheric_dust_cls_rdr,dinov3_sat,gem,13,0.9812,0.9812,0.9812
mb-atmospheric_dust_cls_rdr,dinov3_sat,gem,15,0.9814,0.9814,0.9814
mb-atmospheric_dust_cls_rdr,satmae,cls,1,0.9254,0.9254,0.9254
mb-atmospheric_dust_cls_rdr,satmae,cls,3,0.9388,0.9388,0.9388
mb-atmospheric_dust_cls_rdr,satmae,cls,5,0.9411,0.9411,0.9411
mb-atmospheric_dust_cls_rdr,satmae,cls,7,0.9419,0.9419,0.9418
mb-atmospheric_dust_cls_rdr,satmae,cls,9,0.9404,0.9404,0.9403
mb-atmospheric_dust_cls_rdr,satmae,cls,11,0.9388,0.9388,0.9387
mb-atmospheric_dust_cls_rdr,satmae,cls,13,0.9379,0.9379,0.9378
mb-atmospheric_dust_cls_rdr,satmae,cls,15,0.9363,0.9363,0.9362
mb-atmospheric_dust_cls_rdr,satmae,mean,1,0.9239,0.9239,0.9239
mb-atmospheric_dust_cls_rdr,satmae,mean,3,0.9388,0.9388,0.9388
mb-atmospheric_dust_cls_rdr,satmae,mean,5,0.9409,0.9409,0.9409
mb-atmospheric_dust_cls_rdr,satmae,mean,7,0.9432,0.9432,0.9432
mb-atmospheric_dust_cls_rdr,satmae,mean,9,0.9448,0.9448,0.9447
mb-atmospheric_dust_cls_rdr,satmae,mean,11,0.9432,0.9432,0.9431
mb-atmospheric_dust_cls_rdr,satmae,mean,13,0.9417,0.9417,0.9416
mb-atmospheric_dust_cls_rdr,satmae,mean,15,0.9415,0.9415,0.9414
mb-atmospheric_dust_cls_rdr,satmae,max,1,0.9237,0.9237,0.9237
mb-atmospheric_dust_cls_rdr,satmae,max,3,0.9319,0.9319,0.9319
mb-atmospheric_dust_cls_rdr,satmae,max,5,0.9367,0.9367,0.9367
mb-atmospheric_dust_cls_rdr,satmae,max,7,0.9381,0.9381,0.9380
mb-atmospheric_dust_cls_rdr,satmae,max,9,0.9379,0.9379,0.9378
mb-atmospheric_dust_cls_rdr,satmae,max,11,0.9381,0.9381,0.9380
mb-atmospheric_dust_cls_rdr,satmae,max,13,0.9381,0.9381,0.9380
mb-atmospheric_dust_cls_rdr,satmae,max,15,0.9377,0.9377,0.9376
mb-atmospheric_dust_cls_rdr,satmae,gem,1,0.9191,0.9191,0.9190
mb-atmospheric_dust_cls_rdr,satmae,gem,3,0.9359,0.9359,0.9359
mb-atmospheric_dust_cls_rdr,satmae,gem,5,0.9407,0.9407,0.9407
mb-atmospheric_dust_cls_rdr,satmae,gem,7,0.9415,0.9415,0.9415
mb-atmospheric_dust_cls_rdr,satmae,gem,9,0.9411,0.9411,0.9411
mb-atmospheric_dust_cls_rdr,satmae,gem,11,0.9404,0.9404,0.9403
mb-atmospheric_dust_cls_rdr,satmae,gem,13,0.9400,0.9400,0.9399
mb-atmospheric_dust_cls_rdr,satmae,gem,15,0.9396,0.9396,0.9395
mb-atmospheric_dust_cls_rdr,mars_mae,cls,1,0.9189,0.9189,0.9189
mb-atmospheric_dust_cls_rdr,mars_mae,cls,3,0.9311,0.9311,0.9311
mb-atmospheric_dust_cls_rdr,mars_mae,cls,5,0.9379,0.9379,0.9378
mb-atmospheric_dust_cls_rdr,mars_mae,cls,7,0.9369,0.9369,0.9368
mb-atmospheric_dust_cls_rdr,mars_mae,cls,9,0.9356,0.9356,0.9354
mb-atmospheric_dust_cls_rdr,mars_mae,cls,11,0.9357,0.9357,0.9356
mb-atmospheric_dust_cls_rdr,mars_mae,cls,13,0.9356,0.9356,0.9354
mb-atmospheric_dust_cls_rdr,mars_mae,cls,15,0.9357,0.9357,0.9356
mb-atmospheric_dust_cls_rdr,mars_mae,mean,1,0.9241,0.9241,0.9241
mb-atmospheric_dust_cls_rdr,mars_mae,mean,3,0.9321,0.9321,0.9321
mb-atmospheric_dust_cls_rdr,mars_mae,mean,5,0.9367,0.9367,0.9366
mb-atmospheric_dust_cls_rdr,mars_mae,mean,7,0.9371,0.9371,0.9370
mb-atmospheric_dust_cls_rdr,mars_mae,mean,9,0.9363,0.9363,0.9362
mb-atmospheric_dust_cls_rdr,mars_mae,mean,11,0.9357,0.9357,0.9356
mb-atmospheric_dust_cls_rdr,mars_mae,mean,13,0.9363,0.9363,0.9361
mb-atmospheric_dust_cls_rdr,mars_mae,mean,15,0.9352,0.9352,0.9350
mb-atmospheric_dust_cls_rdr,mars_mae,max,1,0.9329,0.9329,0.9329
mb-atmospheric_dust_cls_rdr,mars_mae,max,3,0.9365,0.9365,0.9365
mb-atmospheric_dust_cls_rdr,mars_mae,max,5,0.9421,0.9421,0.9420
mb-atmospheric_dust_cls_rdr,mars_mae,max,7,0.9415,0.9415,0.9415
mb-atmospheric_dust_cls_rdr,mars_mae,max,9,0.9413,0.9413,0.9413
mb-atmospheric_dust_cls_rdr,mars_mae,max,11,0.9427,0.9427,0.9426
mb-atmospheric_dust_cls_rdr,mars_mae,max,13,0.9415,0.9415,0.9414
mb-atmospheric_dust_cls_rdr,mars_mae,max,15,0.9427,0.9427,0.9426
mb-atmospheric_dust_cls_rdr,mars_mae,gem,1,0.9313,0.9313,0.9313
mb-atmospheric_dust_cls_rdr,mars_mae,gem,3,0.9381,0.9381,0.9380
mb-atmospheric_dust_cls_rdr,mars_mae,gem,5,0.9404,0.9404,0.9403
mb-atmospheric_dust_cls_rdr,mars_mae,gem,7,0.9436,0.9436,0.9436
mb-atmospheric_dust_cls_rdr,mars_mae,gem,9,0.9419,0.9419,0.9418
mb-atmospheric_dust_cls_rdr,mars_mae,gem,11,0.9404,0.9404,0.9403
mb-atmospheric_dust_cls_rdr,mars_mae,gem,13,0.9404,0.9404,0.9402
mb-atmospheric_dust_cls_rdr,mars_mae,gem,15,0.9402,0.9402,0.9401
mb-change_cls_ctx,vit_l,cls,1,0.7500,0.7500,0.5671
mb-change_cls_ctx,vit_l,cls,3,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,cls,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,cls,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,cls,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,cls,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,cls,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,cls,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,mean,1,0.6500,0.6500,0.4982
mb-change_cls_ctx,vit_l,mean,3,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,mean,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,mean,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,mean,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,mean,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,mean,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,mean,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,max,1,0.7500,0.7500,0.6416
mb-change_cls_ctx,vit_l,max,3,0.8500,0.8500,0.6571
mb-change_cls_ctx,vit_l,max,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,max,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,max,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,max,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,max,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,max,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,gem,1,0.6500,0.6500,0.4982
mb-change_cls_ctx,vit_l,gem,3,0.9000,0.9000,0.8039
mb-change_cls_ctx,vit_l,gem,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,gem,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,gem,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,gem,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,gem,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,vit_l,gem,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,cls,1,0.6500,0.6500,0.3939
mb-change_cls_ctx,swin_v2,cls,3,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,cls,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,cls,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,cls,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,cls,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,cls,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,cls,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,mean,1,0.6500,0.6500,0.3939
mb-change_cls_ctx,swin_v2,mean,3,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,mean,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,mean,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,mean,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,mean,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,mean,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,mean,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,max,1,0.7500,0.7500,0.5671
mb-change_cls_ctx,swin_v2,max,3,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,max,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,max,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,max,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,max,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,max,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,max,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,gem,1,0.6500,0.6500,0.3939
mb-change_cls_ctx,swin_v2,gem,3,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,gem,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,gem,7,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,gem,9,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,gem,11,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,gem,13,0.8000,0.8000,0.4444
mb-change_cls_ctx,swin_v2,gem,15,0.8000,0.8000,0.4444
mb-change_cls_ctx,siglip2,cls,1,0.7000,0.7000,0.4118
mb-change_cls_ctx,siglip2,cls,3,0.8000,0.8000,0.4444
mb-change_cls_ctx,siglip2,cls,5,0.8000,0.8000,0.4444
mb-change_cls_ctx,siglip2,cls,7,0.8000,0.8000,0.4444
